kind,id,track,tech,title,source,license,status,suspicious
question,xq-b-948,backend,数据库原理,"游标分页与 offset 分页的核心区别是什么？为什么说 offset 分页在深翻时会导致性能问题？",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,xq-b-982,backend,数据库原理,"线上业务是否应该将隔离级别从 REPEATABLE READ 调整为 READ COMMITTED？请分析利弊和适用场景",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,xq-b-984,backend,数据库原理,"线上有一条慢 SQL，你如何系统性地定位其索引使用情况并优化？请给出完整的排查流程和工具链。",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,xq-b-99,backend,MySQL,"InnoDB 中每行记录包含哪些隐藏字段？它们各自的作用是什么？二级索引记录是否也有这些字段？",https://dev.mysql.com/doc/refman/8.4/en/,proprietary,draft,
question,bq1,backend,Java,"HashMap 的底层实现原理（JDK1.8）",https://docs.oracle.com/en/java/,proprietary,draft,
question,bq13,backend,Java,"JVM 内存结构是怎样的？常见 GC 算法？",https://docs.oracle.com/en/java/,proprietary,draft,
question,bq17,backend,数据库原理,"乐观锁与悲观锁的区别与实现",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,bq31,backend,系统设计,"进程、线程、协程的区别",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,bq5,backend,Java,"线程池的核心参数与执行流程",https://docs.oracle.com/en/java/,proprietary,draft,
question,bq56,backend,Go,"Go 的 goroutine 与 channel 并发模型要点。",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,bq57,backend,Java,"Java 的 JVM 内存结构与 GC 基本分类。",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-game-1-2,backend,综合应用,"请详细说明“单线程逻辑与消息驱动”模型在游戏服务端中的工作原理。为什么游戏逻辑普遍采用单线程而非多线程？如何保证消息处理",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-game-1-3,backend,综合应用,"在单线程逻辑模型中，如果某个玩家的一次操作（例如释放全屏技能）需要计算量极大，导致后续所有玩家消息被阻塞，你会如何优化？",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-game-1-6,backend,综合应用,"请用代码实现一个简单的“房间”逻辑管理类，要求：支持玩家加入/离开、广播消息、房间内定时器（如每5秒发一次房间状态）。要",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-game-2-2,backend,综合应用,"在帧同步中，如何保证所有客户端逻辑计算的结果完全一致？请列出至少三种关键措施。",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-game-3-3,backend,Redis,"玩家在游戏中同时进行“购买道具”和“完成任务领奖”两个操作，都涉及金币变更。在缓存回写数据库时，如何避免并发导致的金币数",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-game-4-5,backend,Java,"请对比“脚本热更”与“Java Agent/Instrumentation热更”在游戏服务端中的适用性与风险，并说明为什",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-game-junior-0-1,backend,综合应用,"在 C++ 中，`shared_ptr` 和 `unique_ptr` 的核心区别是什么？在游戏服务端中，你会如何选择使",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-game-junior-0-2,backend,消息队列,"Go 中 channel 的缓冲（buffered）与无缓冲（unbuffered）在行为上有何本质区别？在游戏服务端中",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-game-junior-0-3,backend,综合应用,"C++ 中 `vector` 和 `list` 在游戏服务端（如管理在线玩家列表）中如何选择？为什么 `vector` ",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-game-junior-0-4,backend,综合应用,"Go 的 goroutine 与操作系统线程（OS thread）有何区别？在游戏服务端中，为什么说“goroutine",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-game-junior-0-5,backend,综合应用,"在 C++ 游戏服务端中，用 `new` 和 `delete` 管理内存有哪些风险？你会如何设计一套内存池来优化玩家对象",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-game-junior-0-6,backend,Java,"Go 中 `sync.Mutex` 与 `sync.RWMutex` 在游戏服务端（如玩家数据读写）中如何选择？用 ch",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-game-junior-0-7,backend,综合应用,"在 C++ 中，`std::map` 和 `std::unordered_map` 在游戏服务端（如按玩家 ID 查找会",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-game-junior-0-8,backend,综合应用,"在 Go 游戏服务端中，如何优雅地关闭所有 goroutine（如玩家会话、AI 系统）？请给出基于 `context.",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-game-senior-2-2,backend,Java,"在 Java 游戏服务端中，GC（垃圾回收）主要会造成哪些性能问题？请详细说明如何通过 JVM 参数和代码层面减少 GC",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-game-senior-2-8,backend,综合应用,"在游戏服务端中，如何通过代码层面避免“帧耗时尖刺”（即偶发的长暂停）？请给出至少三种具体手段。",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-micro-5-2,backend,Java,"请详细说明策略模式的结构，并对比它与“if-else/switch”分支语句的优劣。在重构一个包含大量条件分支的业务代码",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-micro-junior-0-5,backend,Java,"请用Java实现一个最简的RPC框架核心流程（包括服务暴露、代理生成、网络传输、序列化），并指出其中最容易出错的两个环节",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-micro-junior-1-7,backend,Java,"`docker exec` 与 `docker attach` 有什么区别？在调试一个运行中的 Java 容器时，如何进",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-search-1-7,backend,综合应用,"在中间件二次开发中，如何通过“性能剖析”定位到“锁竞争”是瓶颈，并给出至少两种优化方案？请以Java中间件为例。",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-test-2-5-r2,backend,Java,"在依赖服务Mock中，如何选择Mock工具（如WireMock、MockServer、Hoverfly）？请对比基于HT",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-test-4-2,backend,Java,"请详细说明JaCoCo（Java Code Coverage）的覆盖率统计原理，包括字节码插桩方式、支持的计数器类型，以",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-test-mid-0-3,backend,Java,"请解释 Playwright 的“自动等待（Auto-waiting）”机制与 Selenium 的“显式等待（Expl",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-test-mid-0-7,backend,Java,"请对比 Selenium Grid 与 Playwright 的并行执行方案（如 Playwright Test 的 w",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-test-mid-1-3,backend,微服务,"压测结果中，响应时间出现“长尾效应”（如 P99 远大于 P90）时，通常说明什么？请从系统资源、线程池、GC、网络四个",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-test-mid-1-4,backend,Java,"JMeter 压测时，聚合报告中的“Error%”为 0，但 TPS 曲线出现周期性锯齿状波动。请分析可能原因，并说明如",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-web-0-1,backend,Java,"请解释 Java 中 `HashMap` 的底层实现原理，并说明当发生哈希冲突时它是如何解决的。同时，为什么在并发场景下",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-web-0-2,backend,Java,"在 Go 语言中，`slice` 和 `array` 有什么区别？为什么 `slice` 作为函数参数时，在函数内部修改",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-web-0-3,backend,Python,"Python 中 `GIL`（全局解释器锁）是什么？它对多线程程序有什么影响？在什么场景下多线程依然能提升性能？如何绕过",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-web-0-4,backend,Java,"请对比 Java `synchronized` 关键字与 `ReentrantLock` 的异同。在什么场景下你会优先选",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-web-0-5,backend,Java,"请用 Java 实现一个线程安全的单例模式，要求支持懒加载。请写出两种实现方式，并说明各自的优缺点。哪种方式在反序列化时",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-web-0-6,backend,Go,"在 Go 语言中，`channel` 的缓冲与无缓冲有什么区别？请解释 `close(ch)` 后对发送和接收操作的影响",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-web-1-3,backend,Java,"请解释二叉树、二叉搜索树（BST）、平衡二叉树（AVL）和红黑树的区别与联系。为什么Java的TreeMap和HashM",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-web-1-8,backend,Java,"请对比哈希表和二叉搜索树在查找、插入、删除操作上的性能，并说明各自的有序性特点。在什么场景下你会选择TreeMap而不是",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-web-3-1,backend,Java,"请解释线程池的核心参数（corePoolSize、maximumPoolSize、keepAliveTime、workQ",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-web-3-2,backend,Java,"请对比synchronized与ReentrantLock在实现原理、功能特性、性能表现上的差异，并说明各自适用的场景。",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-web-3-3,backend,Java,"什么是CAS（Compare-And-Swap）？它如何实现无锁编程？请说明CAS的三大问题（ABA问题、自旋开销、只能",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-web-3-4,backend,Java,"请解释协程（Coroutine）与线程的区别，并说明在Java中如何实现协程或异步编程模型（如CompletableFu",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-web-3-5,backend,系统设计,"请设计一个高并发场景下的「限流器」组件，要求支持QPS限制和并发数限制，并说明你选择的锁/无锁结构与线程模型。",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-web-3-6,backend,系统设计,"请辨析以下概念：进程、线程、协程、异步I/O。在Web后端开发中，如何选择合适的并发模型（如多线程、事件驱动、协程）？",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-web-4-4,backend,Java,"在制定后端开发规范时，关于“接口返回格式”和“异常处理”，你如何设计一套既统一又灵活的规范？请给出关键设计点。",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-web-4-8,backend,Java,"在Code Review中，你发现同事的代码存在“深层次问题”——例如，使用了`ThreadLocal`存储用户信息但未",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-web-junior-3-1,backend,Java,"请解释 RESTful 接口设计中的“资源建模”是什么？如何将一个业务领域（例如“用户订单系统”）正确地建模为一组 RE",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-web-junior-3-2,backend,Java,"请详细说明 HTTP 状态码在 RESTful 接口中的语义，并针对以下场景给出你选择的状态码及理由：a) 创建资源成功",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-web-junior-5-3,backend,综合应用,"Linux 中进程管理常用命令有哪些？如何查看进程、杀死进程、调整优先级？并说明 kill 命令中不同信号（如 SIGT",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-web-junior-5-5,backend,综合应用,"当线上服务出现「CPU 100%」或「内存溢出」时，你如何用 Linux 命令定位问题进程和线程？请给出完整的排查步骤与",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,rq-b-be-web-mid-6-6,backend,Java,"请给出一个实际编码场景：你有一个`UserService.register()`方法，内部依赖`UserReposito",https://docs.oracle.com/en/java/,proprietary,draft,
question,rq-b-be-web-senior-2-8,backend,Java,"在 DDD 中，应用服务（Application Service）与领域服务（Domain Service）的区别是什么",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1003,backend,Java,"自定义对象作为 HashMap 的 key 时，如果不重写 hashCode() 会有什么问题？equals() 和 h",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1004,backend,Java,"自定义类作为 HashMap 的 key 时，为什么必须同时重写 hashCode() 和 equals()？只重写 e",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1008,backend,Java,"装饰器模式与代理模式在代码结构上非常相似（都持有被包装对象、都实现相同接口）。请给出一个"误用"场景：某开发用代理实现了",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1020,backend,Java,"详细解释标记-清除、标记-整理、复制三种基础 GC 算法的原理、优缺点及各自在 HotSpot 堆中的典型应用位置。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1027,backend,Java,"请从数据结构、哈希定位、树化条件三个维度，完整描述 HashMap 在 JDK 8+ 中的底层实现原理。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-103,backend,Java,"JDK 8 中方法区的实现从永久代（PermGen）切换为元空间（Metaspace），请对比两者的本质区别，并说明为什",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1034,backend,Java,"请从设计意图、结构、使用场景三个维度，详细对比适配器(Adapter)、装饰器(Decorator)、代理(Proxy)",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-104,backend,Java,"JDK8 中方法区的实现从 PermGen 变为 Metaspace，这一变化带来了哪些影响？在什么场景下会触发 Met",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1042,backend,Java,"请分析 ThreadLocal 的内存泄漏原理。为什么 ThreadLocal 的 key 用弱引用？弱引用为何仍可能泄",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1043,backend,Java,"请分析以下代码的时间复杂度，并指出其中哪些操作存在隐藏的 O(n) 空间开销： 1. 二分查找（迭代版） 2. 归并排序",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1046,backend,Java,"请列举 JVM 常见的 OOM 类型，并说明每种类型的典型场景和定位手段。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-105,backend,Java,"JDK8中方法区从PermGen改为Metaspace，具体变化是什么？对OOM排查有何影响？",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1051,backend,Java,"请列出死锁的四个必要条件，并针对每个条件给出一种对应的破解方法。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1052,backend,Java,"请完整列出 happens-before 的 8 条规则（JLS 17.4.5），并说明其中哪几条在面试中最高频、为什么",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1054,backend,Java,"请完整描述 JVM 运行时数据区包含哪几个部分？分别说明哪些是线程私有、哪些是线程共享的，以及每个区域各自会抛出什么类型",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1063,backend,Java,"请完整描述 ThreadPoolExecutor 处理新任务的精确顺序，并解释为什么很多人会记错这个顺序。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1064,backend,Java,"请完整描述HashMap的底层数据结构，以及JDK 8中链表转红黑树的触发条件是什么？为什么这样设计？",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1069,backend,Java,"请完整阐述 Java NIO 的三大核心组件（Channel、Buffer、Selector）及其协作机制，并说明它们如",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1076,backend,Java,"请完整阐述死锁的四个必要条件，并针对每个条件给出对应的破解策略。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1078,backend,Java,"请实现一个 LRU 缓存，要求 get 和 put 操作的时间复杂度均为 O(1)。请分别用"HashMap + 双向链",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-108,backend,Java,"JUnit 5 与 JUnit 4 相比有哪些核心差异？请从注解体系、扩展机制、测试实例生命周期三个维度进行对比。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1083,backend,Java,"请对比 AVL 树和红黑树的区别，并说明为什么 Java 的 TreeMap 选择红黑树而不是 AVL 树？",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1085,backend,Java,"请对比 ConcurrentHashMap 与 Collections.synchronizedMap 在并发性能、锁粒",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1086,backend,Java,"请对比 ConcurrentHashMap 与 Collections.synchronizedMap(new Hash",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-109,backend,Java,"JUnit 5 中 `Assertions` 和 `Assumptions` 有什么区别？各自适用的场景是什么？请举例说",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-110,backend,Java,"JVM 栈帧中通常包含哪些内容？局部变量表和操作数栈是如何协同完成一次方法调用的？",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1104,backend,Java,"请对比 Serial、Parallel、CMS、G1、ZGC 五种垃圾收集器的核心设计思想与适用场景，并说明为什么 G1",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1106,backend,Java,"请对比 Serial、Parallel、G1、ZGC 四种收集器的适用场景与核心差异，并说明在 128MB 堆和 128",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-111,backend,Java,"JVM 运行时数据区中哪些是线程私有的，哪些是线程共享的？请结合 JVMS 规范说明，并解释为什么这样划分。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1112,backend,Java,"请对比 `PriorityQueue` 和 `TreeSet` 在“有序性”上的差异，并说明为什么 `PriorityQ",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-112,backend,Java,"JVM 运行时数据区中，哪些区域是线程私有的，哪些是线程共享的？各自主要职责是什么？",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1121,backend,Java,"请对比"栈溢出（StackOverflowError）"和"堆溢出（OutOfMemoryError: Java hea",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1127,backend,Java,"请对比HashMap、Hashtable、ConcurrentHashMap三者的线程安全机制和性能差异。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-113,backend,Java,"JVM 运行时数据区是如何划分的？请分别说明哪些是线程私有、哪些是线程共享的，并解释各自的核心作用。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1138,backend,Java,"请对比分析 SynchronousQueue 与有界/无界 LinkedBlockingQueue 作为线程池队列时的行",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1139,backend,Java,"请对比分析 SynchronousQueue、无界 LinkedBlockingQueue、有界 ArrayBlocki",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-114,backend,Java,"JVM栈帧中包含哪些组成部分？局部变量表与操作数栈分别起什么作用？",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1140,backend,Java,"请对比分析 `Executors.newFixedThreadPool`、`newCachedThreadPool`、`",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1143,backend,综合应用,"请对比饥饿（Starvation）与活锁（Livelock）的区别，并各举一个实际场景。",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,xq-b-1145,backend,Java,"请手写 BFS 和 DFS 遍历图的代码，并说明各自的时间复杂度和适用场景。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1147,backend,Java,"请手写一个“最小栈”实现，要求 `push`、`pop`、`top`、`getMin` 操作的时间复杂度均为 O(1)。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1153,backend,Java,"请手写一个简易 HashMap，使用拉链法解决哈希冲突，包含 put、get、resize 三个核心方法，并说明你的设计",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1155,backend,Java,"请手写一个简易的动态数组（MyArrayList），支持泛型、自动扩容、`get/set/add/remove`，并说明",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1156,backend,Java,"请手写一个线程安全的 HashMap 使用方案（不直接使用 ConcurrentHashMap），并说明其优缺点。再对比",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1157,backend,Java,"请手写一个线程安全的懒汉式单例（双重检查锁 DCL + volatile），并解释 volatile 在这里到底解决了什",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1160,backend,Java,"请手写二叉树的前序、中序、后序遍历，分别给出递归和迭代两种实现，并说明各遍历顺序的实际应用场景。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1161,backend,Java,"请手写二叉树的层序遍历（BFS），并说明如何用迭代方式实现前序遍历（DFS），为什么递归遍历在极深树上会栈溢出？",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1162,backend,Java,"请手写归并排序，并说明它为什么是稳定的；同时指出归并排序相比快排和堆排的优缺点。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1172,backend,Java,"请描述网关如何实现统一鉴权，并指出常见的实现误区。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1181,backend,Java,"请深入解释JaCoCo的行覆盖（Line Coverage）与分支覆盖（Branch Coverage）在字节码层面的统",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1183,backend,Java,"请用 ConcurrentHashMap 实现一个多线程安全的"URL 访问频率统计器"，要求：统计每个 URL 的访问",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1184,backend,Java,"请用 Java 代码实现"用两个栈模拟队列"，要求 `push` 和 `pop` 均摊时间复杂度为 O(1)，并说明你的",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1185,backend,Java,"请用 Java 编写一个能稳定复现死锁的示例，并说明如何验证它确实死锁了。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1188,backend,Java,"请用 TDD 方法实现一个字符串计算器，规则包括：空字符串返回0；单个数字返回其值；逗号分隔多个数字求和；支持换行符作为",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1193,backend,Java,"请用Java代码演示一个死锁场景，并说明如何通过"锁顺序"改造来消除死锁。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1197,backend,Java,"请用一句话解释 JMM 的本质，并说明为什么它只规定"允许表现出的行为"而不规定"如何执行"？",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1198,backend,Java,"请用一句话解释 JMM 的本质，并说明它为什么被称为"记忆同步协议"而非"执行规则"？",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1203,backend,Java,"请用数组实现一个小顶堆，写出 `push` 和 `pop` 方法，并说明如何用它解决 Top-K 问题（求海量数据中最大",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1207,backend,Java,"请画出"用户登录 → 访问 /api/order/{id}"全流程，并标注认证与授权分别发生在哪一步？如果后端删掉所有权",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1219,backend,Java,"请解释 G1 收集器的堆内存布局，它与传统分代收集器（如 CMS）的堆布局有何本质区别？",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1222,backend,Java,"请解释 HashMap 的 fail-fast 迭代器机制。它能保证线程安全吗？在实际开发中如何正确应对并发修改？",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1226,backend,Java,"请解释 JVM 垃圾回收中如何判断一个对象是否可以被回收？为什么不用引用计数法？",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1227,backend,Java,"请解释 JVM 垃圾回收中的可达性分析算法，哪些对象可以作为 GC Roots？",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1228,backend,Java,"请解释 JVM 栈中的栈帧（Stack Frame）结构包含哪些部分？方法调用时栈帧是如何入栈和出栈的？为什么局部变量是",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1229,backend,Java,"请解释 JVM 栈中的栈帧（Stack Frame）结构，并说明局部变量表与操作数栈在方法执行过程中如何协作完成一次加法",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-123,backend,Java,"Java 中的 LinkedList 和 ArrayList 在随机访问、插入删除、内存占用上有什么区别？为什么说 Li",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1231,backend,Java,"请解释 Java 中 TreeMap 和 HashMap 的核心区别，并说明什么场景下应该选 TreeMap？什么场景下",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1255,backend,Java,"请解释 `BlockingQueue` 的 `put` 和 `take` 方法的阻塞语义，并对比 `ArrayBlock",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1256,backend,Java,"请解释 `Thread.sleep()` 和 `Thread.yield()` 为什么没有同步语义？用普通 boolea",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1260,backend,Java,"请解释 synchronized 的可重入性。为什么需要可重入？如果 Java 不支持可重入，会有什么后果？",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1266,backend,Java,"请解释JaCoCo的工作原理，它是如何统计覆盖率的？字节码插桩具体指什么？",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1275,backend,Java,"请解释什么是双亲委派模型？为什么 JVM 要采用这种机制？如果让你设计一个替代方案，你会怎么设计？",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1276,backend,系统设计,"请解释共享内存（shmget/shmat）的实现原理：为什么它比管道快？"零拷贝"具体指什么？共享内存需要配什么同步机制",https://docs.oracle.com/en/java/,proprietary,draft,YES
question,xq-b-1277,backend,Java,"请解释分代假设（Generational Hypothesis）的核心内容，以及它如何驱动 HotSpot 年轻代/老年",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1278,backend,Java,"请解释单向链表、双向链表和循环链表的结构差异，并说明在 Java 中 `LinkedList` 属于哪一种？为什么它没有",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1279,backend,Java,"请解释双重检查锁（DCL）单例中为什么必须使用 volatile？不使用会有什么后果？",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1282,backend,Java,"请解释均摊复杂度（Amortized Complexity）的概念，并以 Java 的 ArrayList 动态扩容为例",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1287,backend,Java,"请解释数据竞争（Data Race）的定义，并说明"正确同步的程序表现为顺序一致"这句话的含义。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1291,backend,Java,"请解释用两个堆（一个大顶堆、一个小顶堆）实时维护数据流中位数的原理，并写出核心代码。为什么这个方法优于排序后取中位数？",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1297,backend,Java,"请设计一个"线程安全的生产者-消费者"场景，要求使用 volatile 和 synchronized 分别实现，并对比两",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1301,backend,Java,"请设计一个使用观察者模式的"订单状态变更通知系统"，要求：订单状态变化时通知短信服务、邮件服务、库存服务，并支持运行时动",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1302,backend,Java,"请设计一个同时防御 XSS 和 CSRF 的「评论提交」接口（POST /api/comments），要求给出后端核心代",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1303,backend,Java,"请设计一个场景：方法 A 调用方法 B（均声明事务），B 抛受检异常但希望 A 回滚，如何实现？如果 B 是 `REQU",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1306,backend,Java,"请设计一个基于 ConcurrentHashMap 的高并发频率统计器，统计每个 URL 的访问次数。要求：线程安全、性",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1314,backend,Java,"请设计一个集成测试方案，验证"用户下单后库存扣减"这一场景。要求覆盖事务一致性、并发安全和数据隔离。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1317,backend,Java,"请设计并实现一个"按字典序获取多把锁"的通用工具方法，并说明它为什么能预防死锁。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1319,backend,Java,"请详细列举 happens-before 的四条核心规则，并解释它们的实际应用场景。",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1324,backend,Java,"请详细描述 ArrayList 的扩容机制。为什么 OpenJDK 选择 1.5 倍扩容而不是 2 倍？扩容时会发生什么",https://docs.oracle.com/en/java/,proprietary,draft,
question,xq-b-1330,backend,Java,"请详细描述 `new Object()` 在 JVM 中的完整创建流程，并说明每一步在内存中具体做了什么。",https://docs.oracle.com/en/java/,proprietary,draft,
