id,track,subtrack,old_tech,new_tech,rule
"xq-a-376","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-377","ai","ai-infra","部署与成本","Prompt 工程","Prompt 工程"
"xq-a-378","ai","ai-app","Prompt","Prompt 工程","Prompt 工程"
"xq-a-380","ai","ai-infra","部署与成本","Prompt 工程","Prompt 工程"
"xq-a-381","ai","ai-mlops","Eval","推理与部署","推理与部署"
"xq-a-383","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-385","ai","ai-app","Prompt","Prompt 工程","Prompt 工程"
"xq-a-388","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-389","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-390","ai","ai-mlops","Eval","评估与观测","评估与观测"
"xq-a-395","ai","ai-infra","部署与成本","Prompt 工程","Prompt 工程"
"xq-a-396","ai","ai-mlops","Eval","评估与观测","评估与观测"
"xq-a-399","ai","ai-app","RAG","数据与标注","数据与标注"
"xq-a-401","ai","ai-infra","部署与成本","Prompt 工程","Prompt 工程"
"xq-a-403","ai","ai-infra","部署与成本","Prompt 工程","Prompt 工程"
"xq-a-406","ai","ai-infra","部署与成本","综合应用","兜底"
"xq-a-409","ai","ai-mlops","Eval","RAG","RAG"
"xq-a-410","ai","ai-app","RAG","Agent","Agent"
"xq-a-411","ai","ai-app","Prompt","Prompt 工程","Prompt 工程"
"xq-a-414","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-416","ai","ai-mlops","Eval","RAG","RAG"
"xq-a-417","ai","ai-app","Agent","Prompt 工程","Prompt 工程"
"xq-a-418","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-422","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-423","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-424","ai","ai-mlops","Eval","评估与观测","评估与观测"
"xq-a-425","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-426","ai","ai-mlops","Eval","RAG","RAG"
"xq-a-427","ai","ai-app","RAG","综合应用","兜底"
"xq-a-428","ai","ai-infra","部署与成本","综合应用","兜底"
"xq-a-430","ai","ai-mlops","Eval","RAG","RAG"
"xq-a-431","ai","ai-mlops","Eval","评估与观测","评估与观测"
"xq-a-432","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-433","ai","ai-app","RAG","Prompt 工程","Prompt 工程"
"xq-a-436","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-2-1","ai","ai-app","部署与成本","Agent","Agent"
"rq-a-ai-app-2-2","ai","ai-app","RAG","Prompt 工程","Prompt 工程"
"rq-a-ai-app-2-3","ai","ai-app","部署与成本","Agent","Agent"
"rq-a-ai-app-2-4","ai","ai-app","Prompt","Agent","Agent"
"rq-a-ai-app-2-6","ai","ai-app","部署与成本","Agent","Agent"
"rq-a-ai-app-5-1","ai","ai-app","部署与成本","Agent","Agent"
"rq-a-ai-app-5-2","ai","ai-app","Agent","Prompt 工程","Prompt 工程"
"rq-a-ai-app-5-3","ai","ai-app","部署与成本","Prompt 工程","Prompt 工程"
"rq-a-ai-app-5-4","ai","ai-app","部署与成本","Prompt 工程","Prompt 工程"
"rq-a-ai-app-5-6","ai","ai-app","部署与成本","Agent","Agent"
"rq-a-ai-app-2-1-r2","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-2-2-r2","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-2-3-r2","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-2-6-r2","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-algo-3-1","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-3-2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-3-3","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-3-4","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-3-5","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-app-1-1","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-1-2","ai","ai-app","部署与成本","综合应用","兜底"
"rq-a-ai-app-1-7","ai","ai-app","Eval","模型与训练","模型与训练"
"rq-a-ai-algo-0-1","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-0-2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-0-3","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-0-4","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-0-5","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-0-6","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-0-7","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-4-1","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-4-2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-4-3","ai","ai-algo","部署与成本","评估与观测","评估与观测"
"rq-a-ai-algo-4-4","ai","ai-algo","部署与成本","评估与观测","评估与观测"
"rq-a-ai-algo-4-5","ai","ai-algo","Eval","模型与训练","模型与训练"
"rq-a-ai-algo-4-6","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-1-1","ai","ai-algo","部署与成本","综合应用","兜底"
"rq-a-ai-algo-1-2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-1-3","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-1-5","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-4-1-r2","ai","ai-algo","部署与成本","推理与部署","推理与部署"
"rq-a-ai-algo-4-2-r2","ai","ai-algo","部署与成本","推理与部署","推理与部署"
"rq-a-ai-algo-4-3-r2","ai","ai-algo","部署与成本","推理与部署","推理与部署"
"rq-a-ai-algo-4-4-r2","ai","ai-algo","部署与成本","推理与部署","推理与部署"
"rq-a-ai-algo-4-5-r2","ai","ai-algo","部署与成本","推理与部署","推理与部署"
"rq-a-ai-algo-4-6-r2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-1-1-r2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-1-2-r2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-1-3-r2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-1-4-r2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-1-5-r2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-1-6","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-2-1","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-2-2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-2-3","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-2-4","ai","ai-algo","部署与成本","数据与标注","数据与标注"
"rq-a-ai-algo-2-5","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-2-6","ai","ai-algo","Eval","数据与标注","数据与标注"
"rq-a-ai-algo-0-1-r2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-0-2-r2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-0-3-r2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-0-4-r2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-0-5-r2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-0-6-r2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-mlops-3-1","ai","ai-mlops","部署与成本","评估与观测","评估与观测"
"rq-a-ai-mlops-3-2","ai","ai-mlops","部署与成本","评估与观测","评估与观测"
"rq-a-ai-mlops-3-3","ai","ai-mlops","部署与成本","评估与观测","评估与观测"
"rq-a-ai-mlops-3-4","ai","ai-mlops","部署与成本","评估与观测","评估与观测"
"rq-a-ai-mlops-3-5","ai","ai-mlops","部署与成本","模型与训练","模型与训练"
"rq-a-ai-mlops-3-6","ai","ai-mlops","部署与成本","评估与观测","评估与观测"
"rq-a-ai-mlops-2-1","ai","ai-mlops","部署与成本","综合应用","兜底"
"rq-a-ai-mlops-2-2","ai","ai-mlops","部署与成本","综合应用","兜底"
"rq-a-ai-mlops-2-3","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-2-4","ai","ai-mlops","部署与成本","综合应用","兜底"
"rq-a-ai-mlops-2-5","ai","ai-mlops","部署与成本","模型与训练","模型与训练"
"rq-a-ai-mlops-0-1","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-0-2","ai","ai-mlops","部署与成本","综合应用","兜底"
"rq-a-ai-mlops-0-3","ai","ai-mlops","部署与成本","模型与训练","模型与训练"
"rq-a-ai-mlops-0-4","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-0-6","ai","ai-mlops","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-2-1-r2","ai","ai-algo","部署与成本","Prompt 工程","Prompt 工程"
"rq-a-ai-algo-2-4-r2","ai","ai-algo","部署与成本","Prompt 工程","Prompt 工程"
"rq-a-ai-algo-2-6-r2","ai","ai-algo","部署与成本","Prompt 工程","Prompt 工程"
"rq-a-ai-mlops-2-1-r2","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-2-2-r2","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-2-3-r2","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-2-4-r2","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-2-5-r2","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-0-1-r2","ai","ai-mlops","部署与成本","模型与训练","模型与训练"
"rq-a-ai-mlops-0-2-r2","ai","ai-mlops","部署与成本","模型与训练","模型与训练"
"rq-a-ai-mlops-0-3-r2","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-0-4-r2","ai","ai-mlops","部署与成本","模型与训练","模型与训练"
"rq-a-ai-mlops-0-5","ai","ai-mlops","部署与成本","模型与训练","模型与训练"
"rq-a-ai-mlops-1-1","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-1-2","ai","ai-mlops","部署与成本","综合应用","兜底"
"rq-a-ai-mlops-1-4","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-1-6","ai","ai-mlops","Eval","数据与标注","数据与标注"
"rq-a-ai-mlops-4-1","ai","ai-mlops","Eval","推理与部署","推理与部署"
"rq-a-ai-mlops-4-2","ai","ai-mlops","Eval","综合应用","兜底"
"rq-a-ai-mlops-4-3","ai","ai-mlops","Eval","评估与观测","评估与观测"
"rq-a-ai-mlops-4-4","ai","ai-mlops","部署与成本","评估与观测","评估与观测"
"rq-a-ai-data-3-1","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-3-2","ai","ai-data","Eval","推理与部署","推理与部署"
"rq-a-ai-data-3-3","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-3-4","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-3-5","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-3-6","ai","ai-data","Eval","推理与部署","推理与部署"
"rq-a-ai-mlops-1-1-r2","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-1-2-r2","ai","ai-mlops","部署与成本","综合应用","兜底"
"rq-a-ai-mlops-1-3","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-1-4-r2","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-1-5","ai","ai-mlops","部署与成本","综合应用","兜底"
"rq-a-ai-mlops-1-6-r2","ai","ai-mlops","部署与成本","评估与观测","评估与观测"
"rq-a-ai-data-2-5","ai","ai-data","Eval","RAG","RAG"
"rq-a-ai-data-2-6","ai","ai-data","RAG","推理与部署","推理与部署"
"rq-a-ai-data-1-1","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-1-2","ai","ai-data","Eval","推理与部署","推理与部署"
"rq-a-ai-data-1-3","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-1-4","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-1-5","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-1-6","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-1-7","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-1-1-r2","ai","ai-data","部署与成本","模型与训练","模型与训练"
"rq-a-ai-data-1-2-r2","ai","ai-data","部署与成本","综合应用","兜底"
"rq-a-ai-data-1-3-r2","ai","ai-data","部署与成本","数据与标注","数据与标注"
"rq-a-ai-data-1-4-r2","ai","ai-data","部署与成本","数据与标注","数据与标注"
"rq-a-ai-data-1-5-r2","ai","ai-data","部署与成本","推理与部署","推理与部署"
"rq-a-ai-data-0-1","ai","ai-data","部署与成本","综合应用","兜底"
"rq-a-ai-data-0-2","ai","ai-data","部署与成本","综合应用","兜底"
"rq-a-ai-data-0-3","ai","ai-data","部署与成本","综合应用","兜底"
"rq-a-ai-data-0-4","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-0-2-r2","ai","ai-data","部署与成本","数据与标注","数据与标注"
"rq-a-ai-data-0-3-r2","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-0-4-r2","ai","ai-data","RAG","数据与标注","数据与标注"
"rq-a-ai-data-0-5","ai","ai-data","部署与成本","综合应用","兜底"
"rq-a-ai-data-0-1-r3","ai","ai-data","部署与成本","数据与标注","数据与标注"
"rq-a-ai-data-0-2-r3","ai","ai-data","部署与成本","数据与标注","数据与标注"
"rq-a-ai-data-0-3-r3","ai","ai-data","部署与成本","数据与标注","数据与标注"
"rq-a-ai-data-0-4-r3","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-0-6","ai","ai-data","部署与成本","数据与标注","数据与标注"
"rq-a-ai-data-0-7","ai","ai-data","部署与成本","数据与标注","数据与标注"
"rq-a-ai-infra-1-1","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-1-2","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-1-3","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-1-4","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-1-5","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-data-4-1","ai","ai-data","部署与成本","数据与标注","数据与标注"
"rq-a-ai-data-4-2","ai","ai-data","部署与成本","综合应用","兜底"
"rq-a-ai-data-4-3","ai","ai-data","部署与成本","数据与标注","数据与标注"
"rq-a-ai-data-4-4","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-4-5","ai","ai-data","Prompt","推理与部署","推理与部署"
"rq-a-ai-infra-2-1","ai","ai-infra","部署与成本","综合应用","兜底"
"rq-a-ai-infra-2-2","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-2-3","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-2-4","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-2-5","ai","ai-infra","部署与成本","综合应用","兜底"
"rq-a-ai-infra-2-6","ai","ai-infra","部署与成本","综合应用","兜底"
"rq-a-ai-infra-2-1-r2","ai","ai-infra","部署与成本","模型与训练","模型与训练"
"rq-a-ai-infra-2-2-r2","ai","ai-infra","部署与成本","模型与训练","模型与训练"
"rq-a-ai-infra-2-3-r2","ai","ai-infra","部署与成本","模型与训练","模型与训练"
"rq-a-ai-infra-2-4-r2","ai","ai-infra","部署与成本","模型与训练","模型与训练"
"rq-a-ai-infra-2-5-r2","ai","ai-infra","部署与成本","模型与训练","模型与训练"
"rq-a-ai-infra-1-1-r2","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-1-2-r2","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-1-3-r2","ai","ai-infra","部署与成本","综合应用","兜底"
"rq-a-ai-infra-1-4-r2","ai","ai-infra","Eval","推理与部署","推理与部署"
"rq-a-ai-infra-1-5-r2","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-4-1","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-4-2","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-4-3","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-4-4","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-4-5","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-0-1","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-0-2","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-0-3","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-0-4","ai","ai-infra","部署与成本","模型与训练","模型与训练"
"rq-a-ai-infra-3-1","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-3-2","ai","ai-infra","部署与成本","模型与训练","模型与训练"
"rq-a-ai-infra-3-3","ai","ai-infra","部署与成本","综合应用","兜底"
"rq-a-ai-infra-3-4","ai","ai-infra","部署与成本","模型与训练","模型与训练"
"rq-a-ai-infra-3-5","ai","ai-infra","部署与成本","模型与训练","模型与训练"
"rq-a-ai-edge-1-1","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-1-2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-1-3","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-1-4","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-infra-0-1-r2","ai","ai-infra","部署与成本","综合应用","兜底"
"rq-a-ai-infra-0-2-r2","ai","ai-infra","部署与成本","综合应用","兜底"
"rq-a-ai-infra-0-3-r2","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-0-5","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-0-6","ai","ai-infra","部署与成本","综合应用","兜底"
"rq-a-ai-edge-2-1","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-2-2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-2-3","ai","ai-edge","Eval","端侧 AI","端侧 AI"
"rq-a-ai-edge-2-4","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-0-1","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-0-2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-0-3","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-0-4","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-0-5","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-0-6","ai","ai-edge","Eval","端侧 AI","端侧 AI"
"rq-a-ai-edge-1-1-r2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-1-2-r2","ai","ai-edge","Eval","端侧 AI","端侧 AI"
"rq-a-ai-edge-1-3-r2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-1-4-r2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-0-1-r2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-0-2-r2","ai","ai-edge","部署与成本","综合应用","兜底"
"rq-a-ai-edge-0-3-r2","ai","ai-edge","部署与成本","推理与部署","推理与部署"
"rq-a-ai-edge-0-4-r2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-0-6-r2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-4-1","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-4-2","ai","ai-edge","部署与成本","综合应用","兜底"
"rq-a-ai-edge-4-3","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-4-4","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-3-1","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-3-2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-3-3","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-3-4","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-3-1-r2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-3-2-r2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-3-3-r2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-3-5","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-algo-senior-0-1","ai","ai-algo","Eval","综合应用","兜底"
"rq-a-ai-algo-senior-0-2","ai","ai-algo","部署与成本","评估与观测","评估与观测"
"rq-a-ai-algo-senior-0-3","ai","ai-algo","部署与成本","综合应用","兜底"
"rq-a-ai-algo-senior-0-4","ai","ai-algo","Eval","评估与观测","评估与观测"
"rq-a-ai-mlops-mid-3-1","ai","ai-mlops","部署与成本","综合应用","兜底"
"rq-a-ai-mlops-mid-3-2","ai","ai-mlops","部署与成本","综合应用","兜底"
"rq-a-ai-mlops-mid-3-3","ai","ai-mlops","部署与成本","综合应用","兜底"
"rq-a-ai-mlops-mid-3-4","ai","ai-mlops","Eval","推理与部署","推理与部署"
"rq-a-ai-mlops-mid-3-5","ai","ai-mlops","部署与成本","综合应用","兜底"
"rq-a-ai-algo-senior-1-1","ai","ai-algo","部署与成本","Prompt 工程","Prompt 工程"
"rq-a-ai-algo-senior-1-2","ai","ai-algo","部署与成本","Prompt 工程","Prompt 工程"
"rq-a-ai-algo-senior-1-4","ai","ai-algo","部署与成本","综合应用","兜底"
"rq-a-ai-algo-senior-1-5","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-senior-1-6","ai","ai-algo","部署与成本","Prompt 工程","Prompt 工程"
"rq-a-ai-algo-senior-1-7","ai","ai-algo","部署与成本","推理与部署","推理与部署"
"rq-a-ai-algo-mid-3-1","ai","ai-algo","Eval","评估与观测","评估与观测"
"rq-a-ai-algo-mid-3-2","ai","ai-algo","Eval","推理与部署","推理与部署"
"rq-a-ai-algo-mid-3-3","ai","ai-algo","Eval","评估与观测","评估与观测"
"rq-a-ai-algo-mid-3-4","ai","ai-algo","Eval","推理与部署","推理与部署"
"rq-a-ai-algo-mid-3-5","ai","ai-algo","Eval","数据与标注","数据与标注"
"rq-a-ai-algo-senior-3-1","ai","ai-algo","Eval","推理与部署","推理与部署"
"rq-a-ai-algo-senior-3-2","ai","ai-algo","Eval","推理与部署","推理与部署"
"rq-a-ai-algo-senior-3-3","ai","ai-algo","部署与成本","综合应用","兜底"
"rq-a-ai-algo-senior-3-4","ai","ai-algo","Eval","推理与部署","推理与部署"
"rq-a-ai-algo-senior-3-5","ai","ai-algo","部署与成本","推理与部署","推理与部署"
"rq-a-ai-algo-senior-3-7","ai","ai-algo","部署与成本","推理与部署","推理与部署"
"rq-a-ai-data-senior-2-1","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-senior-2-2","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-senior-2-3","ai","ai-data","部署与成本","Prompt 工程","Prompt 工程"
"rq-a-ai-data-senior-2-4","ai","ai-data","Eval","推理与部署","推理与部署"
"rq-a-ai-data-senior-2-5","ai","ai-data","Eval","模型与训练","模型与训练"
"rq-a-ai-data-senior-2-6","ai","ai-data","部署与成本","推理与部署","推理与部署"
"rq-a-ai-data-senior-2-7","ai","ai-data","Eval","RAG","RAG"
"rq-a-ai-edge-senior-1-1","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-senior-1-2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-senior-1-4","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-senior-1-6","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-infra-senior-1-1","ai","ai-infra","部署与成本","综合应用","兜底"
"rq-a-ai-infra-senior-1-2","ai","ai-infra","部署与成本","综合应用","兜底"
"rq-a-ai-infra-senior-1-3","ai","ai-infra","部署与成本","模型与训练","模型与训练"
"rq-a-ai-infra-senior-1-4","ai","ai-infra","部署与成本","模型与训练","模型与训练"
"rq-a-ai-infra-senior-1-6","ai","ai-infra","部署与成本","模型与训练","模型与训练"
"rq-a-ai-data-senior-1-1","ai","ai-data","部署与成本","数据与标注","数据与标注"
"rq-a-ai-data-senior-1-2","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-senior-1-3","ai","ai-data","部署与成本","综合应用","兜底"
"rq-a-ai-data-senior-1-4","ai","ai-data","部署与成本","数据与标注","数据与标注"
"rq-a-ai-infra-senior-2-1","ai","ai-infra","部署与成本","模型与训练","模型与训练"
"rq-a-ai-infra-senior-2-2","ai","ai-infra","部署与成本","综合应用","兜底"
"rq-a-ai-infra-senior-2-3","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-senior-2-6","ai","ai-infra","Eval","评估与观测","评估与观测"
"rq-a-ai-mlops-senior-3-1","ai","ai-mlops","Eval","推理与部署","推理与部署"
"rq-a-ai-mlops-senior-3-2","ai","ai-mlops","部署与成本","数据与标注","数据与标注"
"rq-a-ai-mlops-senior-3-3","ai","ai-mlops","Eval","模型与训练","模型与训练"
"rq-a-ai-mlops-senior-3-4","ai","ai-mlops","Eval","推理与部署","推理与部署"
"rq-a-ai-mlops-senior-3-7","ai","ai-mlops","Eval","推理与部署","推理与部署"
"rq-a-ai-edge-senior-2-1","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-senior-2-2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-senior-2-3","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-senior-2-4","ai","ai-edge","Eval","端侧 AI","端侧 AI"
"rq-a-ai-edge-senior-2-5","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-app-junior-0-1","ai","ai-app","Prompt","Prompt 工程","Prompt 工程"
"rq-a-ai-app-junior-0-2","ai","ai-app","Prompt","Prompt 工程","Prompt 工程"
"rq-a-ai-app-junior-0-3","ai","ai-app","Prompt","Prompt 工程","Prompt 工程"
