id,track,subtrack,tech,skill,source,q_preview
"aq21","ai","ai-mlops","Eval","","","如何做 LLM 应用的观测与追踪（Tracing）？"
"aq33","ai","ai-mlops","Eval","","","什么是 G-Eval？如何用 LLM 做更细的评分？"
"aq35","ai","ai-mlops","Eval","","","大模型红队测试（Red Teaming）做什么？"
"aq40","ai","ai-mlops","Eval","","","LLMOps 与 MLOps 的区别与共性。"
"aq48","ai","ai-mlops","Eval","","","大模型评测中的""数据污染/泄露""如何防范？"
"aq5","ai","ai-mlops","Eval","","","如何评估 LLM / RAG 系统的质量？"
"as12","ai","ai-mlops","Eval","","","如何为 LLM 系统设计可观测的评测-监控闭环"
"as4","ai","ai-mlops","Eval","","","如何做 LLM 幻觉的自动检测与防护"
"as6","ai","ai-mlops","Eval","","","如何构建 LLM 评估数据集与回归测试"
"iq-m5-ai-10","ai","ai-mlops","Eval","","","你将如何评测一个企业知识库问答 LLM 的效果？"
"iq-m5-ai-25","ai","ai-mlops","Eval","","","什么是大模型安全红队（Red Teaming）？应覆盖哪些风险？"
"rq-a-ai-mlops-0-1","ai","ai-mlops","部署与成本","训练脚本工程化","","请解释“训练脚本工程化”的含义，并说明为什么在MLOps中它被视为初级工程师的“必会”技能？它与“写一个能跑的Python脚本”最本质的区别是什么？"
"rq-a-ai-mlops-0-1-r2","ai","ai-mlops","部署与成本","分布式训练与任务调度","","请解释数据并行（Data Parallelism）与模型并行（Model Parallelism）的核心区别，并说明在什么场景下应优先选择模型并行？同时，谈谈张量并行（Tensor Parallelism）与流水线并行（Pipeline P"
"rq-a-ai-mlops-0-2","ai","ai-mlops","部署与成本","训练脚本工程化","","在训练脚本中，你如何设计一个健壮的参数管理方案？请对比`argparse`、`yaml配置文件`和`dataclass`三种方式的优缺点，并给出你推荐的组合方案及代码骨架。"
"rq-a-ai-mlops-0-2-r2","ai","ai-mlops","部署与成本","分布式训练与任务调度","","在 PyTorch 中，`DistributedDataParallel`（DDP）与 `DataParallel`（DP）有何本质区别？为什么生产环境推荐使用 DDP？请简述 DDP 的梯度同步机制（AllReduce）及其在启动方式上的"
"rq-a-ai-mlops-0-3","ai","ai-mlops","部署与成本","训练脚本工程化","","训练脚本中，使用`print`直接输出日志有什么问题？请说明Python标准库`logging`的正确使用方式，并给出一个训练循环中记录loss、学习率、显存占用等指标的最佳实践示例。"
"rq-a-ai-mlops-0-3-r2","ai","ai-mlops","部署与成本","分布式训练与任务调度","","在多机多卡训练中，如何设计 GPU 队列调度策略以最大化资源利用率？请对比 FIFO、优先级调度、公平调度（Fair Scheduling）和基于时间预测的回填调度（Backfill）的优缺点，并给出一个实际场景下的调度配置建议（如 Kub"
"rq-a-ai-mlops-0-4","ai","ai-mlops","部署与成本","训练脚本工程化","","请对比“模型checkpoint直接保存整个模型对象”与“仅保存`state_dict`”两种方式的优劣，并说明在工程化实践中，产物目录应如何组织（包括模型文件、配置快照、指标文件、日志文件）。"
"rq-a-ai-mlops-0-4-r2","ai","ai-mlops","部署与成本","分布式训练与任务调度","","请解释分布式训练中常见的“通信瓶颈”问题。为什么 AllReduce 在大规模集群中会成为性能瓶颈？请对比 Ring-AllReduce 与 Tree-AllReduce 的通信复杂度，并说明如何通过梯度压缩（Gradient Compre"
"rq-a-ai-mlops-0-5","ai","ai-mlops","部署与成本","分布式训练与任务调度","","请编写一个使用 PyTorch DDP 进行多机多卡训练的代码片段（伪代码即可），要求包含：初始化进程组、数据加载（DistributedSampler）、模型包装、梯度裁剪、保存 checkpoint。并指出代码中至少三个常见的易错点。"
"rq-a-ai-mlops-0-5-r2","ai","ai-mlops","部署与成本","训练脚本工程化","","请给出一个实战场景：你需要训练一个图像分类模型，要求脚本支持“本地单卡调试”与“多机多卡分布式训练”两种模式，且超参数可通过命令行覆盖YAML配置。请写出核心代码骨架（含配置加载、分布式初始化、日志与checkpoint保存），并指出至少3"
"rq-a-ai-mlops-0-6","ai","ai-mlops","部署与成本","训练脚本工程化","","在训练脚本中，如何实现“实验的可复现性”？请列举至少4个必须控制的随机源，并说明如何将“当前实验的完整环境信息”记录下来（包括代码版本、依赖版本、配置、随机种子）。"
"rq-a-ai-mlops-0-6-r2","ai","ai-mlops","部署与成本","分布式训练与任务调度","","在 GPU 集群中，如何实现“弹性训练”（Elastic Training）？即当有节点加入或退出时，训练任务能自动调整而不中断。请对比 PyTorch Elastic（torch.distributed.elastic）与 Horovod"
"rq-a-ai-mlops-1-1","ai","ai-mlops","部署与成本","特征平台建设","","请解释特征平台中“离线在线特征一致性”的核心挑战是什么？你认为一个成熟的MLOps特征平台应该从哪些层次来保证这种一致性？"
"rq-a-ai-mlops-1-1-r2","ai","ai-mlops","部署与成本","模型仓库与版本管理","","请解释模型仓库（Model Registry）在 MLOps 中的核心定位，并说明它与传统代码版本管理（如 Git）在管理对象和流程上的本质区别。"
"rq-a-ai-mlops-1-2","ai","ai-mlops","部署与成本","特征平台建设","","在特征平台中，“特征复用”通常指什么？它带来哪些收益，又容易引发哪些治理问题？请结合具体场景说明平台如何设计复用机制。"
"rq-a-ai-mlops-1-2-r2","ai","ai-mlops","部署与成本","模型仓库与版本管理","","请详细描述模型从“训练完成”到“线上服务”过程中，阶段流转（Draft → Staging → Production → Archived）的标准流程，并指出在 Staging 阶段必须完成哪些验证才能进入 Production。"
"rq-a-ai-mlops-1-3","ai","ai-mlops","部署与成本","模型仓库与版本管理","","在模型仓库中实现“灰度发布”通常有哪几种策略？请分别说明其原理、适用场景，并给出一种策略的伪代码或配置示例。"
"rq-a-ai-mlops-1-3-r2","ai","ai-mlops","部署与成本","特征平台建设","","什么是特征穿越（Feature Leakage/Target Leakage）？在特征平台建设过程中，有哪些系统性的手段可以防控穿越问题？请给出至少三种具体机制。"
"rq-a-ai-mlops-1-4","ai","ai-mlops","部署与成本","特征平台建设","","请对比“离线批量特征计算”与“在线实时特征计算”两条技术路线在架构、延迟、一致性保障上的差异。在什么业务场景下你会选择“Lambda架构”来同时支撑两者？"
"rq-a-ai-mlops-1-4-r2","ai","ai-mlops","部署与成本","模型仓库与版本管理","","请对比“一键回滚”与“版本切换”在模型仓库中的区别，并设计一个回滚机制，要求能处理“新模型上线后因数据分布变化导致效果变差”的场景。"
"rq-a-ai-mlops-1-5","ai","ai-mlops","部署与成本","模型仓库与版本管理","","在模型仓库中，如何解决“模型文件大（如 LLM 权重 10GB+）导致注册和拉取慢”的问题？请从存储架构和版本管理策略两个角度给出方案。"
"rq-a-ai-mlops-1-5-r2","ai","ai-mlops","部署与成本","特征平台建设","","假设你负责为一家电商公司搭建特征平台，业务方要求“实时推荐模型”使用“用户过去15分钟点击序列”特征。请设计该特征的离线训练版本与在线推理版本，并说明如何保证两者一致，以及如何防控穿越。"
"rq-a-ai-mlops-1-6","ai","ai-mlops","Eval","特征平台建设","","在特征平台中，如何设计“特征质量监控”体系？请从数据质量、分布漂移、一致性三个维度展开，并说明每个维度的关键指标和告警策略。"
"rq-a-ai-mlops-1-6-r2","ai","ai-mlops","部署与成本","模型仓库与版本管理","","请对比 Model Registry（如 MLflow Model Registry）与 Feature Store（如 Feast）在“版本管理”上的职责边界，并说明两者如何协同解决“训练-服务一致性”问题。"
"rq-a-ai-mlops-2-1","ai","ai-mlops","部署与成本","Kubernetes 核心对象","","请解释 Kubernetes 中 Pod、Deployment、Service 和 ConfigMap 各自的核心作用，并说明它们之间典型的关系是什么？"
"rq-a-ai-mlops-2-1-r2","ai","ai-mlops","部署与成本","模型服务部署与扩缩容","","请解释在线推理服务与批量推理的核心区别，并说明在什么业务场景下应选择批量推理而非在线推理？"
"rq-a-ai-mlops-2-2","ai","ai-mlops","部署与成本","Kubernetes 核心对象","","在 kubectl 中，如何查看、创建、更新和删除一个 Deployment？请给出常用命令，并说明 `kubectl apply` 与 `kubectl create` 的本质区别。"
"rq-a-ai-mlops-2-2-r2","ai","ai-mlops","部署与成本","模型服务部署与扩缩容","","请深入讲解弹性伸缩（Auto Scaling）在模型服务中的工作原理，尤其是基于GPU指标与基于请求QPS的伸缩策略各自有何优劣？"
"rq-a-ai-mlops-2-3","ai","ai-mlops","部署与成本","Kubernetes 核心对象","","请对比 Service 的 ClusterIP、NodePort 和 LoadBalancer 三种类型，并说明在 AI 工程（如模型推理服务）中，你会如何选择暴露服务的方式？"
"rq-a-ai-mlops-2-3-r2","ai","ai-mlops","部署与成本","模型服务部署与扩缩容","","在模型服务灰度发布中，如何设计一套可靠的灰度策略？请结合Kubernetes和Istio给出具体方案，并说明如何验证灰度结果。"
"rq-a-ai-mlops-2-4","ai","ai-mlops","部署与成本","Kubernetes 核心对象","","在 Kubernetes 中，ConfigMap 更新后，Pod 中的配置不会自动生效。请解释原因，并给出至少三种让配置生效的策略，并说明各自的适用场景。"
"rq-a-ai-mlops-2-4-r2","ai","ai-mlops","部署与成本","模型服务部署与扩缩容","","当模型服务出现“GPU利用率很高但QPS上不去”时，可能的原因有哪些？请从推理框架、模型结构、服务配置三个层面分析，并给出排查命令。"
"rq-a-ai-mlops-2-5","ai","ai-mlops","部署与成本","Kubernetes 核心对象","","请编写一个完整的 YAML 清单，部署一个 AI 推理服务（如 TensorFlow Serving），要求：包含 Deployment（3 副本、资源限制、健康检查）、Service（ClusterIP）、ConfigMap（存放模型版本"
"rq-a-ai-mlops-2-5-r2","ai","ai-mlops","部署与成本","模型服务部署与扩缩容","","请对比KServe、Seldon Core、Triton Inference Server三种模型服务框架的定位与适用场景，并说明在什么情况下你会选择“自研推理服务”而不是使用这些框架？"
"rq-a-ai-mlops-2-6","ai","ai-mlops","部署与成本","模型服务部署与扩缩容","","请设计一个面向高并发场景的在线推理服务架构，要求支持弹性伸缩、灰度发布、多模型版本管理，并说明如何保障服务可用性（SLA 99.99%）。请画出架构图并解释关键组件。"
"rq-a-ai-mlops-3-1","ai","ai-mlops","部署与成本","实验跟踪工具","","请解释MLflow和W&B这类实验跟踪工具的核心价值是什么？它们主要解决了机器学习开发中的哪些痛点？"
"rq-a-ai-mlops-3-2","ai","ai-mlops","部署与成本","实验跟踪工具","","MLflow Tracking中`log_param`、`log_metric`、`log_artifact`三者有何本质区别？在实际使用中，什么样的数据应该归入哪一类？"
"rq-a-ai-mlops-3-3","ai","ai-mlops","部署与成本","实验跟踪工具","","在使用MLflow或W&B进行实验跟踪时，你遇到过哪些常见的坑？请至少列举三个，并说明如何规避。"
"rq-a-ai-mlops-3-4","ai","ai-mlops","部署与成本","实验跟踪工具","","MLflow Tracking和W&B在架构设计上有何本质差异？分别适合什么样的团队或场景？"
"rq-a-ai-mlops-3-5","ai","ai-mlops","部署与成本","实验跟踪工具","","请设计一个实验跟踪方案，用于对比三种不同模型（逻辑回归、随机森林、小型神经网络）在分类任务上的效果。要求：能自动记录所有关键信息，并能一键生成对比报告。请用MLflow或W&B给出具体实现思路。"
"rq-a-ai-mlops-3-6","ai","ai-mlops","部署与成本","实验跟踪工具","","在MLflow中，`mlflow.autolog()`和手动`log_param`/`log_metric`有何区别？什么情况下你倾向于使用`autolog`，什么情况下必须手动记录？"
"rq-a-ai-mlops-4-1","ai","ai-mlops","Eval","模型监控与漂移检测","","请解释什么是模型监控与漂移检测？在MLOps体系中，它的核心目标和价值是什么？"
"rq-a-ai-mlops-4-2","ai","ai-mlops","Eval","模型监控与漂移检测","","请详细解释数据漂移（Data Drift）、概念漂移（Concept Drift）和预测漂移（Prediction Drift）三者的区别，并各举一个实际业务场景。"
"rq-a-ai-mlops-4-3","ai","ai-mlops","Eval","模型监控与漂移检测","","在模型监控中，如何选择合适的漂移检测指标？请对比PSI、KS检验、KL散度和 Wasserstein距离的适用场景与优缺点。"
"rq-a-ai-mlops-4-4","ai","ai-mlops","部署与成本","模型监控与漂移检测","","当监控系统检测到数据漂移时，常见的应对策略有哪些？如何设计“自动触发重训”的机制？请给出一个完整的决策流程。"
"rq-a-ai-mlops-4-5","ai","ai-mlops","部署与成本","模型监控与漂移检测","","请描述一个你设计过的模型监控系统架构，包括数据采集、指标计算、告警和可视化模块。你会选择哪些技术栈？为什么？"
"rq-a-ai-mlops-4-6","ai","ai-mlops","Eval","模型监控与漂移检测","","在实际项目中，漂移检测的“阈值”如何设定？为什么固定阈值（如PSI>0.2）常常失效？请给出动态阈值的设计思路。"
"rq-a-ai-mlops-junior-1-1","ai","ai-mlops","部署与成本","Docker 容器基础","","请解释 Docker 镜像与容器的区别，并说明 Dockerfile 中 `COPY` 与 `ADD` 指令的核心差异及各自适用场景。"
"rq-a-ai-mlops-junior-1-2","ai","ai-mlops","部署与成本","Docker 容器基础","","在 MLOps 场景下，如何编写一个优化后的 Dockerfile 来构建一个 Python 机器学习模型服务镜像？请给出完整示例并说明优化点。"
"rq-a-ai-mlops-junior-1-3","ai","ai-mlops","部署与成本","Docker 容器基础","","请解释 Docker 数据卷（Volume）与绑定挂载（Bind Mount）的区别。在机器学习模型训练场景中，应如何选择数据持久化方案？"
"rq-a-ai-mlops-junior-1-4","ai","ai-mlops","部署与成本","Docker 容器基础","http://model-a:8080","请解释 Docker 的默认网络模式（bridge）的工作原理。在 MLOps 平台中，如何设计容器网络使多个模型服务容器可互相通信且与外部隔离？"
"rq-a-ai-mlops-junior-1-5","ai","ai-mlops","部署与成本","Docker 容器基础","","在 Docker 中运行机器学习训练任务时，如何正确配置 GPU 资源？请说明 `--gpus` 参数的用法、`nvidia-container-toolkit` 的作用，以及常见失败原因。"
"rq-a-ai-mlops-mid-3-1","ai","ai-mlops","部署与成本","数据与模型流水线编排","","请解释 Kubeflow Pipelines 和 Apache Airflow 在编排机器学习工作流时的核心区别，以及在什么场景下你会选择哪一个？"
"rq-a-ai-mlops-mid-3-2","ai","ai-mlops","部署与成本","数据与模型流水线编排","","在 Kubeflow Pipelines 中，如何实现一个组件（Component）的输入输出传递？请用代码示例说明组件间数据依赖是如何解析的。"
"rq-a-ai-mlops-mid-3-3","ai","ai-mlops","部署与成本","数据与模型流水线编排","","Airflow 中 Task 之间的依赖关系有哪几种定义方式？请说明 `XCom` 的适用边界及其在 ML 流水线中的常见滥用场景。"
"rq-a-ai-mlops-mid-3-4","ai","ai-mlops","Eval","数据与模型流水线编排","","在编排训练评估上线全流程时，如何处理“训练数据漂移检测”与“模型评估阈值”之间的联动？请描述一个可落地的流水线设计。"
"rq-a-ai-mlops-mid-3-5","ai","ai-mlops","部署与成本","数据与模型流水线编排","","请对比 Kubeflow Pipelines 的 `dsl.Condition` 与 Airflow 的 `BranchPythonOperator` 在实现条件分支时的机制差异，并指出各自在 ML 场景下的局限。"
"rq-a-ai-mlops-mid-3-6","ai","ai-mlops","部署与成本","数据与模型流水线编排","","请设计一个基于 Airflow 的“训练-评估-上线”流水线，要求包含失败重试、并发控制、以及模型上线前的金丝雀发布。请给出关键 DAG 代码片段。"
"rq-a-ai-mlops-senior-0-1","ai","ai-mlops","部署与成本","MLOps 端到端体系","","请从端到端的视角，完整描述一个MLOps体系的组成部分，并说明每一部分的核心职责与关键交付物。这考察的是你对MLOps全链路架构的整体认知。"
"rq-a-ai-mlops-senior-0-2","ai","ai-mlops","部署与成本","MLOps 端到端体系","","在MLOps实践中，训练-服务特征一致性（Training-Serving Skew）是公认的难题。请深入剖析其产生的根因，并给出至少三种工程层面的系统性解决方案。"
"rq-a-ai-mlops-senior-0-3","ai","ai-mlops","Eval","MLOps 端到端体系","","在自动化机器学习流水线中，数据漂移（Data Drift）与概念漂移（Concept Drift）是两种性质截然不同的风险。请对比辨析，并说明各自应采用的监控指标与应对策略有何不同。"
"rq-a-ai-mlops-senior-0-4","ai","ai-mlops","部署与成本","MLOps 端到端体系","","请设计一个基于Kubeflow或Argo Workflows的端到端ML流水线，要求包含数据校验、训练、评估、模型注册与条件化部署。请给出核心Pipeline代码框架，并说明如何实现「不达标模型不发布」的自动化门禁。"
"rq-a-ai-mlops-senior-0-5","ai","ai-mlops","部署与成本","MLOps 端到端体系","","在MLOps模型上线过程中，常见的部署策略有滚动部署、蓝绿部署和金丝雀发布。请对比三者的适用场景与回滚机制，并说明在模型推理场景下，金丝雀发布相比传统软件发布有哪些独特挑战与最佳实践。"
"rq-a-ai-mlops-senior-0-6","ai","ai-mlops","部署与成本","MLOps 端到端体系","","请阐述模型可复现性（Reproducibility）在MLOps中的重要性，并说明要保证一次训练实验完全可复现，需要在哪些维度进行版本控制？请给出一个实际可操作的配置方案。"
"rq-a-ai-mlops-senior-0-7","ai","ai-mlops","Eval","MLOps 端到端体系","","在MLOps治理体系中，模型生命周期管理（Model Lifecycle Management）与模型资产管理（Model Asset Management）有何区别？请设计一个模型从实验到退役的完整状态机，并说明每个状态转换的触发条件与审"
"rq-a-ai-mlops-senior-0-8","ai","ai-mlops","部署与成本","MLOps 端到端体系","","请描述一个你在实际MLOps平台建设中遇到过的「自动化流水线反而降低了团队效率」的案例，并分析根因与解决方案。这考察的是实战复盘与反模式识别能力。"
"rq-a-ai-mlops-senior-2-1","ai","ai-mlops","部署与成本","GPU 算力调度与成本","","在 GPU 算力调度与成本优化中，什么是“资源池化”？请解释其核心思想、实现方式（如 Kubernetes 与 GPU 虚拟化）以及它在提升利用率和降低成本方面的价值。"
"rq-a-ai-mlops-senior-2-2","ai","ai-mlops","部署与成本","GPU 算力调度与成本","","请深入解释 GPU 调度中的“抢占”机制。在机器学习平台中，抢占有哪些策略（如优先级抢占、时间片抢占）？实现抢占需要考虑哪些关键设计（如任务状态保存与恢复）？请给出一个基于 Kubernetes 的抢占流程示例。"
"rq-a-ai-mlops-senior-2-3","ai","ai-mlops","部署与成本","GPU 算力调度与成本","","在实际 MLOps 平台中，GPU 配额（Quota）管理常见有哪些坑？例如“配额看似充足但任务无法调度”或“配额分配不均导致资源浪费”。请分析根因并给出解决方案。"
"rq-a-ai-mlops-senior-2-4","ai","ai-mlops","部署与成本","GPU 算力调度与成本","","对比“时间切片（Time Slicing）”与“MIG（Multi-Instance GPU）”两种 GPU 共享技术，在隔离性、性能、适用场景和成本优化上有何异同？请给出选型建议。"
"rq-a-ai-mlops-senior-2-5","ai","ai-mlops","Eval","GPU 算力调度与成本","","在 GPU 成本优化中，如何通过“利用率监控”发现隐性浪费？请设计一个监控指标体系，并说明如何利用这些指标驱动成本优化动作（如缩容、迁移、调整资源请求）。"
"rq-a-ai-mlops-senior-2-6","ai","ai-mlops","部署与成本","GPU 算力调度与成本","","请设计一个“账单优化”方案，针对一个使用 Kubernetes 管理、多团队共享 GPU 集群的 MLOps 平台。要求包含成本分摊（Chargeback）、预算控制（Budget）和成本可视化（Cost Visibility）三个部分，并"
"rq-a-ai-mlops-senior-2-7","ai","ai-mlops","部署与成本","GPU 算力调度与成本","","在 GPU 调度中，如何平衡“利用率提升”与“任务稳定性（SLA）”之间的矛盾？请给出一个具体的调度策略设计，包括如何设置优先级、如何应对突发流量、如何避免资源碎片。"
"rq-a-ai-mlops-senior-3-1","ai","ai-mlops","Eval","模型合规与可追溯","","请先解释“模型合规与可追溯”在MLOps中的具体含义，并说明它为什么是高级工程师必须掌握的能力，而不仅仅是法务或合规部门的事。"
"rq-a-ai-mlops-senior-3-2","ai","ai-mlops","部署与成本","模型合规与可追溯","","在训练数据溯源中，如何设计一套可落地的数据血缘追踪系统？请从数据接入、特征加工、训练集生成三个环节给出具体方案，并说明如何应对数据源被删除或更新的“溯源源丢失”问题。"
"rq-a-ai-mlops-senior-3-3","ai","ai-mlops","Eval","模型合规与可追溯","","模型审计中，如何区分“训练过程审计”与“推理行为审计”？请分别给出至少两种可落地的审计技术，并说明它们在面对对抗性攻击时的局限性。"
"rq-a-ai-mlops-senior-3-4","ai","ai-mlops","Eval","模型合规与可追溯","","请对比“模型备案”与“模型风险评估”在AI工程中的差异，并说明在模型上线前，两者各自的交付物是什么？如果时间只够做一项，你选哪个？为什么？"
"rq-a-ai-mlops-senior-3-5","ai","ai-mlops","Eval","模型合规与可追溯","","请设计一个“模型上线前合规检查”的自动化流水线步骤，要求覆盖数据合规、模型审计、风险备案三个维度，并给出关键检查项的伪代码或配置片段。同时指出该流水线最容易误报或漏报的两个环节。"
"rq-a-ai-mlops-senior-3-6","ai","ai-mlops","部署与成本","模型合规与可追溯","","在模型审计中，如何证明“某个推理结果确实是由某个版本的模型产生的”？请设计一个防抵赖的审计方案，并说明如何应对模型热更新（A/B测试）期间的审计挑战。"
"rq-a-ai-mlops-senior-3-7","ai","ai-mlops","Eval","模型合规与可追溯","","请从工程实践角度，说明如何对训练数据中的“偏见”进行合规风险评估？请给出至少三种量化指标，并说明它们各自适用的业务场景和局限性。如果评估发现偏见超标，你会采取哪些缓解措施？"
"rq-a-ai-mlops-senior-3-8","ai","ai-mlops","部署与成本","模型合规与可追溯","","请描述一个“模型退役”的合规审计流程。当模型因法规要求（如数据删除权）需要下线时，如何确保历史推理记录和训练数据得到合规处理？请给出具体步骤与风险点。"
"xq-a-114","ai","ai-mlops","Eval","","","什么是黄金集（Golden Set）？在 RAG/LLM 应用开发中，它扮演什么角色？请结合""考题库""的比喻解释其核心价值。"
"xq-a-115","ai","ai-mlops","Eval","","","什么是黄金集（Golden Set）？它在 RAG/LLM 应用开发中扮演什么角色？请结合""考题库""的类比说明其核心价值。"
"xq-a-136","ai","ai-mlops","Eval","","","在 CI/CD 流水线中，如何为 LLM 应用设计""效果回归测试""关卡？请画出流程并说明如何设定""通过/不通过""的阈值，以及如何避免""测试过拟合""。"
"xq-a-145","ai","ai-mlops","Eval","","","在 LLM 推理服务中，如何设计一套有效的质量监控体系？请说明监控指标、告警阈值设定方法以及异常发现后的处置流程。"
"xq-a-146","ai","ai-mlops","Eval","","","在 LLM 系统中，如何设计线上埋点来有效捕获""幻觉率""和""任务成功率""这两个核心在线信号？请给出具体的埋点方案和计算逻辑。"
"xq-a-148","ai","ai-mlops","Eval","","","在 LLM-as-judge 的评估 prompt 设计中，如何通过""控制变量""和""反事实提示""来减少偏差？请给出一个完整的评估 prompt 模板。"
"xq-a-153","ai","ai-mlops","Eval","","","在 RAG 应用中，如何设计一个有效的黄金集？请从样本来源、规模、标注规范、覆盖维度四个角度阐述，并说明如何避免""黄金集太小""这一常见坑。"
"xq-a-157","ai","ai-mlops","Eval","","","在 RAG 系统中，LLM-as-judge 的评估对象有哪些？相比纯生成任务，RAG 场景下的偏差有哪些特殊性？请给出针对性的校准策略。"
"xq-a-163","ai","ai-mlops","Eval","","","在 RAG 评估中，Context Relevance（上下文相关性）与 Faithfulness 有何关系？如果 Context Relevance 分数高但 Faithfulness 分数低，可能是什么原因？如何定位？"
"xq-a-164","ai","ai-mlops","Eval","","","在 RAG 评估中，为什么说""只测流畅度会掩盖答错且自信""？请从 AI 工程与软件工程的区别角度，说明评估驱动开发（Evaluation-Driven Development）的必要性。"
"xq-a-186","ai","ai-mlops","Eval","","","在实际项目中，你如何设计一个""流畅但低忠实""的坏样本分析流程？请给出从数据采集到根因定位的完整方案，包含具体工具和代码片段。"
"xq-a-191","ai","ai-mlops","Eval","","","在构建 RAG 评估黄金集时，如何设计人工标注流程来校准 LLM-as-judge？请给出具体步骤和标注规范示例。"
"xq-a-192","ai","ai-mlops","Eval","","","在构建黄金集时，如何平衡""样本量""与""标注成本""？请给出一个最小可行黄金集的设计方案，并说明如何验证其有效性。"
"xq-a-2","ai","ai-mlops","Eval","","","4-bit 量化后模型质量悄悄下降，但评测指标（如 BLEU、准确率）看起来没变。你会如何设计一套完整的量化质量评估方案？"
"xq-a-205","ai","ai-mlops","Eval","","","在黄金集回归测试中，如何设计自动化评分机制？请对比规则评分与 LLM-as-judge 两种方案的优劣，并给出选型建议。"
"xq-a-209","ai","ai-mlops","Eval","","","多 Agent 系统中，如何评估“协作带来的质量提升”是否值得额外的延迟与成本？请给出量化评估方案。"
"xq-a-215","ai","ai-mlops","Eval","","","如何将黄金集回归测试集成到 CI/CD 流水线中？请画出流程并说明""退化即阻断""的具体实现方式。"
"xq-a-217","ai","ai-mlops","Eval","","","如何系统性识别和量化 LLM-as-judge 的""长度偏好""？在评估 RAG 系统时，长度偏好会如何误导优化方向？"
"xq-a-22","ai","ai-mlops","Eval","","","LLM 应用为什么被称为""概率系统""？这对评估与观测的工程方法论带来了哪些根本性影响？"
"xq-a-221","ai","ai-mlops","Eval","","","如何量化评估 Faithfulness？请对比基于 NLI 和基于 LLM-judge 两种方案的优缺点。"
"xq-a-23","ai","ai-mlops","Eval","","","LLM 应用的可观测性与传统软件可观测性（如 Web 服务监控）的核心区别是什么？请从指标、日志、链路三个维度展开说明。"
"xq-a-232","ai","ai-mlops","Eval","","","对比""LLM-as-judge""与""传统自动评估指标（如 BLEU/ROUGE）""在 RAG 评估中的适用场景和优劣。什么情况下必须用 LLM-as-judge？"
"xq-a-234","ai","ai-mlops","Eval","","","对比""人工评测""、""LLM-as-judge""和""自动指标（如 RAGAS）""三种评测方式在评测-监控闭环中的适用场景、优缺点，以及如何组合使用？"
"xq-a-24","ai","ai-mlops","Eval","","","LLM 应用的可观测性与传统软件可观测性（如微服务监控）相比，核心差异是什么？为什么不能只监控服务器 CPU 和内存？"
"xq-a-247","ai","ai-mlops","Eval","","","对比传统软件 CI/CD 与 LLM 应用的 CI/CD，在""测试""环节有什么本质区别？LLM 应用应如何设计自动化测试？"
"xq-a-25","ai","ai-mlops","Eval","","","LLM 推理服务中，常见的""无监控导致劣化数周才发现""的典型场景有哪些？如何设计告警机制避免这类问题？"
"xq-a-251","ai","ai-mlops","Eval","","","对比辨析：离线评估（offline eval）与在线指标（online metrics）在 LLM 应用中的定位有何不同？为什么说""离线高分、线上低用""是常见陷阱？"
"xq-a-263","ai","ai-mlops","Eval","","","提示词版本化管理为什么是黄金集回归的前提？请对比 PromptFoo 与 LangSmith Datasets 的版本管理机制，并说明如何回滚到""上周那版好用的""。"
"xq-a-271","ai","ai-mlops","Eval","","","生产环境中，如何量化评估 RAG 系统的 Faithfulness？请对比 NLI-based 与 LLM-judge 两种方案的优劣，并给出工程选型建议。"
"xq-a-279","ai","ai-mlops","Eval","","","设计一个 RAG 系统的评测-监控闭环时，你会选择哪些在线信号作为""退化预警""指标？这些指标各自的优缺点是什么？如何避免指标之间的相互矛盾？"
"xq-a-28","ai","ai-mlops","Eval","","","LLM-as-judge 为什么会出现""位置偏好""？其根本原因是什么？如何用实验验证并缓解？"
"xq-a-29","ai","ai-mlops","Eval","","","LLM-as-judge 的核心思想是什么？为什么说它""快且便宜""但""不可全信""？请从工程成本与可靠性两个维度展开。"
"xq-a-30","ai","ai-mlops","Eval","","","LLM-as-judge（LLM 作为裁判）有哪些已知的偏差（bias）？如何设计一套可靠的裁判体系来缓解这些偏差？"
"xq-a-304","ai","ai-mlops","Eval","","","请对比 RAGAS、DeepEval、TruLens 三个框架在 RAG 评估指标上的异同，并说明你在实际项目中如何选择。"
"xq-a-305","ai","ai-mlops","Eval","","","请对比 RAGAS、DeepEval、TruLens 三种评估框架在 Faithfulness 和 Relevance 指标上的实现差异，并分析各自的适用场景。"
"xq-a-31","ai","ai-mlops","Eval","","","LLMOps 相比传统 MLOps 增加了哪些特殊性？请从提示管理、评估、监控三个维度展开。"
"xq-a-313","ai","ai-mlops","Eval","","","请对比""人工评测""、""LLM-as-judge""和""传统自动指标（如 BLEU/ROUGE）""三种 LLM 回答质量评测方式的适用场景、优缺点，并说明如何组合使用。"
"xq-a-314","ai","ai-mlops","Eval","","","请对比""单一裁判盲信""和""裁判与被评同源""这两个常见坑，说明它们各自的危害、检测方法，以及工程上的防御手段。"
"xq-a-322","ai","ai-mlops","Eval","","","请对比""离线评估（黄金集回归）""与""在线评估（线上用户反馈）""在 RAG/LLM 应用中的角色与关系。为什么说""只评离线不评在线""是常见坑？"
